StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,Q5,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,Q7,Q8,Q9,Q37_First Click,Q37_Last Click,Q37_Page Submit,Q37_Click Count,Q32,Q11,Q12_First Click,Q12_Last Click,Q12_Page Submit,Q12_Click Count,Q13,Q14,Q15,Q16_First Click,Q16_Last Click,Q16_Page Submit,Q16_Click Count,Q17,Q18,Q19_First Click,Q19_Last Click,Q19_Page Submit,Q19_Click Count,MTurkCode
4/8/18 15:50,4/8/18 15:54,0,168.103.154.36,100,275,1,4/8/18 15:54,R_3qsVb3LP3hd7R21,,,,,47.10539246,-123.3975983,anonymous,EN,1,48,1.001,4.028,4.99,3,5,1,1.175,3.34,4.48,2,,1,,193.618,193.618,194.606,1,ISIS prisoners explained their actions fighting the Iraqi military and acts against civilians.,4,2.665,2.665,4.22,1,1,5,1,1.85,8.903,9.698,3,5,1,1.897,3.773,6.386,2,5649064
4/8/18 15:50,4/8/18 15:54,0,65.33.207.71,100,260,1,4/8/18 15:54,R_u3s6PUp0dTmFT0d,,,,,27.97309875,-81.67359924,anonymous,EN,2,10,4.878,7.429,9.764,3,5,2,3.428,9.446,10.537,2,,,1,143.404,143.404,145.14,1,The US is sending in more troops to Syria. We are also getting help from Russia. curds and turks.,1,5.679,5.679,6.973,1,1,1,3,3.729,15.041,16.476,3,3,3,5.281,10.149,11.546,2,56906631
4/8/18 15:49,4/8/18 15:54,0,70.37.196.203,100,291,1,4/8/18 15:54,R_2YCWyxOIwTNvJn7,,,,,42.51820374,-97.21109772,anonymous,EN,2,22,1.175,4.482,6.033,3,5,2,8.167,10.637,11.502,3,,1,,204.532,204.967,206.478,2,Two men who were in jail because they helped a militant leader. They were recruited to plant bombs and do terroristic things.,4,4.454,4.454,9.542,1,5,5,5,2.684,11.009,11.904,5,5,5,3.076,6.085,7.254,2,48069022
4/8/18 15:51,4/8/18 15:54,0,71.126.175.41,100,221,1,4/8/18 15:54,R_4ZLZuhkkaoWVEml,,,,,38.88650513,-77.09690094,anonymous,EN,1,47,0.546,3.434,4.26,6,5,2,0.928,2.024,3.192,2,,,1,139.798,141.364,141.868,5,U.S. Marine troops are arriving in Syria in order to battle ISIS.,1,1.588,1.588,3.24,1,1,1,1,1.486,5.896,7.19,3,2,5,1.496,3.506,4.408,3,96489131
4/8/18 15:49,4/8/18 15:54,0,63.228.57.117,100,308,1,4/8/18 15:54,R_2SqzR2MX8222anN,,,,,44.88070679,-93.18520355,anonymous,EN,2,36,14.013,16.044,16.348,2,3,2,16.532,18.452,19.31,3,,1,,3.722,3.722,194.515,1,"The video was an interview with two detained members of ISIL, a radical Islamic revolutionary front. The two men detailed their motives for joining the Islamic State, and if they could justify their actions as participants.",4,1.214,1.214,1.83,1,5,5,5,1.245,4.214,4.984,5,5,5,0.998,2.526,3.262,4,12614022
4/8/18 15:49,4/8/18 15:54,0,74.141.214.126,100,305,1,4/8/18 15:54,R_2flnHqxQETPc6lc,,,,,37.09410095,-86.4285965,anonymous,EN,1,18,2.699,5.03,5.731,4,5,2,5.457,8.343,9.174,4,1,,,74.084,74.084,215.422,1,It was a weather forecast for the Los Angeles area. It will be raining and dreary.,2,5.689,5.689,6.527,1,4,4,5,4.752,21.84,22.832,4,4,5,4.99,7.432,8.553,2,88848519
4/8/18 15:50,4/8/18 15:54,0,75.191.241.156,100,263,1,4/8/18 15:54,R_3D2cPGwb8A1r4xC,,,,,36.00740051,-79.87319946,anonymous,EN,1,28,1.172,4.192,4.898,3,5,2,1.318,2.708,3.735,3,1,,,10.256,168.686,179.786,4,Mostly it was a meteorologist discussing a radar scan of lower California with a forecast at the end.  ,2,1.574,1.574,2.456,1,5,5,5,2.067,5.785,7.101,3,5,5,17.105,22.165,23.047,3,10066612
4/8/18 15:50,4/8/18 15:54,0,108.233.81.229,100,269,1,4/8/18 15:54,R_3kLqAuhpgWK0PaR,,,,,37.77310181,-121.7514954,anonymous,EN,2,5,1.609,4.495,5.56,3,5,2,1.339,3.231,4.151,2,1,,,182.935,182.935,184.914,1,The video was a weather report about the atmospheric river that was bringing rain to Southern California. It talked about how much rain to expect and when to expect it.,2,2.292,2.292,4.098,1,2,2,5,5.239,20.212,21.569,7,4,5,3.192,5.393,6.827,2,78101378
4/8/18 15:49,4/8/18 15:54,0,129.252.33.90,100,300,1,4/8/18 15:54,R_TpUFfjpJd9OUw7L,,,,,33.99369812,-81.01989746,anonymous,EN,1,41,1.42,4.866,6.426,3,7,2,1.908,4.308,6.122,2,,,1,137.508,137.508,139.584,1,"US deployment of troops in Syria to battle ISIS and collaboration with Russian, Turkish, and Kurdish forces.",1,2.804,2.804,4.64,1,1,1,2,4.302,13.182,18.466,3,2,5,2.748,11.522,13.554,2,40684460
4/8/18 15:49,4/8/18 15:55,0,173.171.28.151,100,310,1,4/8/18 15:55,R_2CjnqkT1hlibc9C,,,,,28.37750244,-82.50050354,anonymous,EN,1,10,1.028,3.75,5.225,3,3,2,4.788,7.709,8.819,2,,,1,133.671,133.671,135.294,1,"The United States, Turkey and Russia held talks in Syria on a joint effort to fight ISIS.  The US and Russia were trying to get the Kurds and Turks to work together.",1,2.429,2.429,4.581,1,1,2,1,2.815,11.408,12.384,3,3,2,4.009,7.389,8.537,2,80517829
4/8/18 15:49,4/8/18 15:55,0,174.53.4.82,100,322,1,4/8/18 15:55,R_UK19Hm7w6JkVIhX,,,,,34.80360413,-92.24440002,anonymous,EN,2,4,0.952,3.873,5.254,3,3,2,5.743,7.521,8.61,2,,1,,13.536,194.558,196.235,4,"A reported talked to two men who are in prison who were part of ISIL.  One was a leader and the other was a transport driver, and they discussed the reason they became part of ISIL and that they hate the US. ",4,3.282,3.282,4.773,1,2,1,2,5.694,11.804,13.044,3,3,4,3.464,8.638,9.92,3,35476031
4/8/18 15:50,4/8/18 15:55,0,23.254.167.136,100,299,1,4/8/18 15:55,R_3NOQNEUkTrnh9tI,,,,,47.48910522,-122.290802,anonymous,EN,1,5,1.491,6.577,8.505,3,5,1,8.412,10.349,12.409,2,,1,,7.187,60.28,135.336,4,"The meanings “sexual intercourse” and “sexual partner” are both vulgar slang. When referring to a person, the term piece is usually used with disparaging intent and perceived as insulting.",1,2.059,2.059,3.745,1,2,2,1,7.314,14.291,16.26,4,3,3,1.441,4.904,7.253,3,54968670
4/8/18 15:50,4/8/18 15:55,0,157.51.169.217,100,265,1,4/8/18 15:55,R_3lXiPnBiP7O7LmW,,,,,20,77,anonymous,EN,1,14,4.919,9.869,11.477,4,3,1,0.548,1.997,3.694,3,,,1,4.921,144.353,146.65,2,GOODGOODGOODGOODGOODGOODGOODGOODGOODGOODGOODGOODGOODGOODGOODGOODGOOD,1,1.234,1.89,3.214,2,2,2,2,0.654,6.219,9.073,6,1,1,0,0,3.114,0,2498322
4/8/18 15:50,4/8/18 15:55,0,69.178.82.88,100,258,1,4/8/18 15:55,R_2YYfjJ6GcRGezhq,,,,,64.8184967,-147.7216034,anonymous,EN,2,2,0.926,3.436,4.326,3,5,2,2.203,3.419,4.539,2,,,1,133.989,133.989,136.444,1,"It concerned American troops in Syria. As well, it discusses other countries and their involvement with the conflict.",1,3.079,3.079,5.385,1,2,3,4,4.363,11.128,12.359,3,5,4,2.553,7.107,8.153,2,70880673
4/8/18 15:49,4/8/18 15:55,0,86.44.160.28,100,322,1,4/8/18 15:55,R_2PpSDXvZ1o52Jlm,,,,,53.33309937,-6.248901367,anonymous,EN,1,5,3.138,3.99,8.026,2,2,1,0.99,4.528,6.28,2,1,,,23.013,38.153,189,5,The rainfall over the coming days in California was discussed in this video along with the temperatures and weather systems' movements.,2,2.244,2.244,3.796,1,1,2,2,6.138,10.891,13.068,3,4,2,5.328,9.983,12.108,2,61090823
4/8/18 15:50,4/8/18 15:55,0,174.110.53.183,100,304,1,4/8/18 15:55,R_1PbzUPRlrzI9n1E,,,,,34.93389893,-78.82260132,anonymous,EN,2,28,1.966,7.016,8.905,4,2,2,1.897,4.512,6.099,3,,,1,2.349,148.094,150.22,5,It talked about the us sending more and more troops to Syria . Also some of the problems going on in Syria . ,1,3.981,6.485,9.956,2,2,4,2,8.052,28.515,30.441,10,5,5,16.25,24.697,27.186,4,55990763
4/8/18 15:50,4/8/18 15:55,0,99.44.116.191,100,270,1,4/8/18 15:55,R_1IEEcxrdTswvVeH,,,,,32.79640198,-117.0690002,anonymous,EN,2,5,0.949,4.804,5.75,5,5,2,4.711,8.322,9.666,3,,,1,132.765,132.765,133.965,1,The topic was about US marines in Syria fighting ISIS. It was about trying to work out who is best to work with the Curds or the Turks as well as the Russians.,1,2.934,2.934,4.516,1,2,1,4,4.001,13.419,15.68,3,4,5,4.074,11.637,13.025,2,33008005
4/8/18 15:49,4/8/18 15:55,0,173.244.48.186,100,330,1,4/8/18 15:55,R_2wgmeJbloR7ZIpS,,,,,34.05439758,-118.2440033,anonymous,EN,1,5,1.519,4.201,5.36,3,5,2,4.201,6.295,8.511,2,,,1,142.896,142.896,144.38,1,Correspondent Connor gave an update on deployment of US troops in Raqqa for fight against ISIS. Video also discussed the various other factions and their issues in the region.,1,2.148,2.148,9.479,1,2,1,2,7.854,30.321,31.987,6,4,4,9.516,17.788,19.237,2,47512738
4/8/18 15:50,4/8/18 15:55,0,68.113.65.234,100,282,1,4/8/18 15:55,R_1Ed5BG0ow0K55uX,,,,,34.25190735,-86.25710297,anonymous,EN,2,1,3.347,7.084,8.372,4,3,2,3.28,6.704,8.832,2,1,,,12.069,12.069,189.454,1,"It was a weather forecast for California. They discussed the front, rain, and when it will clear up.",2,2.492,2.492,4.373,1,1,3,2,4.008,13.104,14.374,3,3,1,11.317,14.926,16.66,2,31775633
4/8/18 15:49,4/8/18 15:55,0,72.20.212.81,100,324,1,4/8/18 15:55,R_22LaqY1OFe3Fkny,,,,,40.00520325,-76.32460022,anonymous,EN,1,39,6.744,16.128,17.311,3,5,2,3.654,9.24,11.216,3,,,1,5.988,142.741,144.282,4,"US forces being added to battle ISIS in Raqqa. Cooperating with Russia, Turk and Kurd forces against common enemy.",1,5.116,5.116,7.141,1,2,2,4,4.504,21.545,22.815,6,3,5,10.477,28.545,29.922,4,94508120
4/8/18 15:50,4/8/18 15:55,0,98.223.53.35,100,293,1,4/8/18 15:55,R_1kYwhfJOqrwJkkW,,,,,41.87199402,-88.16619873,anonymous,EN,2,14,1.383,9.637,15.235,9,5,2,5.494,8.295,9.382,5,,,1,145.172,148.741,149.893,6,"USA, Russia and Turkey are joining together to fight ISIS.",1,4.535,4.554,11.312,2,2,3,4,6.794,19.141,20.107,9,5,5,3.985,9.702,10.454,8,63159947
4/8/18 15:50,4/8/18 15:55,0,96.32.30.254,100,298,1,4/8/18 15:55,R_2wKXgHVAsCOKTh7,,,,,41.9691925,-72.01470184,anonymous,EN,2,7,0.573,2.64,3.321,4,5,2,9.403,10.654,11.492,2,1,,,85.651,85.651,183.44,1,It was about the upcoming weather in the western area of the country,2,1.315,2.5,3.147,2,2,2,2,12.428,40.642,41.579,4,5,4,5.066,6.709,7.451,2,54907497
4/8/18 15:50,4/8/18 15:55,0,76.28.156.204,100,309,1,4/8/18 15:55,R_1mQShgKQHvjLdgj,,,,,47.67379761,-122.3419037,anonymous,EN,1,48,1.562,5.338,5.372,7,5,2,2.302,4.969,5,5,1,,,184.935,184.942,185.823,2,"This was a weather report. There were flash flood warnings and rain predicted over the next few days in California, affecting Long Beach up to San Luis Obispo.",2,2,2.007,4.785,2,2,2,4,11.994,23.593,25.305,9,4,5,0.91,13.523,16.293,8,83568828
4/8/18 15:49,4/8/18 15:55,0,108.184.171.98,100,344,1,4/8/18 15:55,R_2t9aefNTmLLeSad,,,,,34.12229919,-117.7142944,anonymous,EN,1,5,4.276,6.127,6.927,4,5,2,1.352,4.189,4.999,4,1,,,224.932,224.932,225.685,1,"The weather over the weekend was discussed. It's cloudy and rainy, and the radar is indicating that there are some heavy downpours coming down.",2,0.916,0.916,1.637,1,2,3,3,2.155,8.506,9.321,5,4,5,2.867,7.57,8.361,3,56542411
4/8/18 15:51,4/8/18 15:55,0,75.40.162.228,100,252,1,4/8/18 15:55,R_WuMOWlThx2La7h7,,,,,25.85879517,-80.3839035,anonymous,EN,1,10,4.197,8.198,9.604,3,7,1,2.385,4.954,6.142,2,,,1,133.898,133.898,135.352,1,"The video discuses increasing U.S. involvement in Syria, including both conventional and special forces troops. The video also discussed meetings to coordinate efforts between the U.S Russia and Turkey.",1,1.682,1.682,5.871,1,2,2,2,1.89,12.406,15.507,3,3,1,3.193,6.086,10.084,2,33680319
4/8/18 15:50,4/8/18 15:55,0,73.17.86.92,100,302,1,4/8/18 15:55,R_2rOdMPbmLyFL9Bl,,,,,43.03230286,-71.19920349,anonymous,EN,2,24,0.622,1.347,4.997,2,7,2,1.071,3.115,3.995,2,,1,,12.267,12.267,208.142,1,"The video was about talking to two men considered sleeper cells, and why they do what they do, and what the justification is for spilling innocent blood.",4,3.576,3.576,4.966,1,1,1,1,3.05,9.164,11.976,4,2,3,2.542,6.978,7.799,5,20092258
4/8/18 15:49,4/8/18 15:55,0,24.60.247.22,100,348,1,4/8/18 15:55,R_3oRtggtQbwRgkLG,,,,,42.42810059,-71.05460358,anonymous,EN,1,34,3.065,11.804,14.513,3,7,2,2.742,4.513,5.78,2,1,,,183.64,183.64,185.513,1,The new story was a weather forecast of portions of the state of California.,2,2.549,2.549,4.904,1,2,2,3,5.191,23.92,25.221,3,4,5,5.572,16.335,18.5,2,92315750
4/8/18 15:51,4/8/18 15:55,0,128.54.103.103,100,261,1,4/8/18 15:55,R_1Iguaisyxn01zHm,,,,,32.88070679,-117.2359009,anonymous,EN,1,5,0.783,1.491,3.531,2,5,2,1.156,2.153,3.235,2,1,,,187.068,187.068,188.116,1,Southern California is experiencing a lot of rainy weather. Some counties even have flash flood warnings.,2,1.126,1.126,2.355,1,5,5,5,18.384,21.87,22.664,3,5,5,1.649,2.768,3.79,2,39305645
4/8/18 15:50,4/8/18 15:55,0,172.56.32.202,100,302,1,4/8/18 15:55,R_1OwS0cCDpkoKREB,,,,,34.05439758,-118.2440033,anonymous,EN,1,48,3.512,8.11,9.446,3,3,2,1.803,4.536,5.867,2,,1,,197.982,197.982,200.143,1,It was basically trying to find out the motivation of joining ISIS among militants.,4,3.665,3.665,5.859,1,2,1,2,6.078,15.157,16.615,3,4,2,6.033,14.115,15.283,2,52493766
4/8/18 15:50,4/8/18 15:55,0,192.182.184.10,100,336,1,4/8/18 15:55,R_1duaVUXragJ7RrQ,,,,,39.64360046,-82.76129913,anonymous,EN,1,30,10.946,15.406,16.701,3,4,2,1.461,3.333,4.488,2,,,1,149.689,149.689,152.187,1,this news story discussed the involvement of the us marines in syria concerning the fight against syria.,1,1.569,1.569,4.442,1,2,3,3,2.314,8.057,9.148,3,5,3,16.708,20.549,22.183,3,76809789
4/8/18 15:50,4/8/18 15:55,0,204.232.107.158,100,306,1,4/8/18 15:55,R_2wRhgIuJrA40Mse,,,,,25.52250671,-80.3852005,anonymous,EN,2,10,1.066,3.952,5.02,3,4,1,7.749,11.098,12.416,3,,,1,140.224,140.224,141.697,1,"The topic was about Marines fighting Isis. There is a military push that the Marines are doing to combat Isis, it also talked about two places that are enemies that he USA needs to rely on but it'll be hard because they don't like each other",1,1.815,1.815,3.79,1,2,2,3,3.161,12.064,13.541,3,5,5,4.127,12.125,14.06,2,66857649
4/8/18 15:51,4/8/18 15:55,0,117.221.219.40,100,284,1,4/8/18 15:55,R_3Kp68eeaOY8Pf5i,,,,,11.3500061,77.73330688,anonymous,EN,1,45,2.616,5.5,6.829,3,5,1,55.517,57.741,59.524,4,1,,,1.876,14.069,135.816,2,disscusion about terriost attack and also the main matter to disscusion ofthe attackings,1,0.622,0.622,1.675,1,4,4,4,0.438,2.806,3.699,4,5,4,0.207,1.631,2.612,3,9372328
4/8/18 15:52,4/8/18 15:55,0,68.63.164.6,100,197,1,4/8/18 15:55,R_1ePgWJoMdr2Zxci,,,,,36.00750732,-83.98960114,anonymous,EN,1,43,2.974,2.974,4.162,1,3,2,0,0,2.227,0,,,1,135.002,136.381,136.761,2,Us troops are battling isis in syria and are being helped by anti isis troops from israel,1,0,0,2.072,0,2,2,3,0,0,4.444,0,3,3,0,0,3.382,0,65680892
4/8/18 15:51,4/8/18 15:55,0,186.151.61.57,100,277,1,4/8/18 15:55,R_TjXrU99eUhA8Ewx,,,,,15.1000061,-90.44999695,anonymous,EN,1,39,0.577,4.09,4.129,5,5,2,0.364,3.43,3.886,6,,1,,1.73,184.168,184.735,7,"So, there were two soldiers captured from ISIS and they shared their news on the syrian war. They had very anti-american views and declared their intention to go to war.",4,3.037,3.051,3.73,2,1,2,3,2.094,7.828,8.192,8,1,2,3.055,4.67,5.078,5,13371056
4/8/18 15:50,4/8/18 15:55,0,67.182.61.40,100,343,1,4/8/18 15:55,R_1psyX1WSDd7VOAR,,,,,36.81939697,-119.7585983,anonymous,EN,1,5,2.064,4.063,6.817,4,4,2,1.153,7.456,8.365,6,1,,,15.868,87.451,181.741,3,"He giving a detailed breakdown of the weather in Southern California over the next few days. He spoke of the front of a storm sweeping into California while the bulk of it was in the gulf of Alaska, and mentioned that there would be flash flood watches for Southern California.",2,1.319,1.319,2.176,1,3,2,3,12.063,29.972,31.173,4,5,5,4.177,9.815,14.974,3,838573
4/8/18 15:51,4/8/18 15:56,0,24.154.60.127,100,267,1,4/8/18 15:56,R_p9NAk1PTddZmbkt,,,,,41.02459717,-80.66970062,anonymous,EN,1,30,0.907,6.932,7.981,3,7,2,6.492,7.371,10.455,2,,,1,73.526,137.708,139.329,4,The US is starting to send more troops to Syria and working with anti ISIS factions which include Russia and Turkey. This may be a signal that even more troops are going to be deployed.  ,1,3.988,3.988,6.931,1,3,2,4,6.087,15.007,17.294,3,5,5,6.08,9.681,13.267,2,4113226
4/8/18 15:50,4/8/18 15:56,0,73.236.60.69,100,348,1,4/8/18 15:56,R_245y8lowiEeVYo9,,,,,41.05859375,-80.33480072,anonymous,EN,1,39,1.579,8.604,9.026,4,3,2,1.351,4.353,5.471,2,1,,,188.227,188.227,190.698,1,"It was a weather forecast for Southern California. Clouds, rain, and some flash flooding were predicted.",2,1.977,1.977,3.551,1,2,2,3,4.49,14.778,42.361,3,4,3,4.977,17.063,18.292,2,52868235
4/8/18 15:50,4/8/18 15:56,0,190.124.31.38,100,312,1,4/8/18 15:56,R_234BBbhSGuClzgd,,,,,9.983306885,-72.03330231,anonymous,EN,1,10,5.646,11.078,12.585,3,6,1,1.306,11.818,13.185,4,,,1,140.472,140.472,141.933,1,the sending of American troops north of Syria to help the fight against the isis,1,2.854,2.854,5.381,1,1,1,1,3.926,12.543,13.703,5,2,4,3.532,7.806,8.963,3,57998352
4/8/18 15:50,4/8/18 15:56,0,68.112.239.82,100,310,1,4/8/18 15:56,R_25SMpMZjrrgIkxP,,,,,42.28570557,-71.82920074,anonymous,EN,1,34,0.986,3.869,4.753,3,5,2,2.605,6.127,7.331,3,1,,,180.247,180.247,181.15,1,Meteorologist Craig Herrera discusses the rainfall for Southern California over the next few days.  He illustrates the atmospheric river and how it will be impacting the coast.,2,1.41,1.41,3.717,1,3,2,4,6.648,15.333,16.181,4,4,5,3.791,8.593,10.391,2,80688002
4/8/18 15:49,4/8/18 15:56,0,184.186.200.98,100,397,1,4/8/18 15:56,R_125RdMV5FkyjfYy,,,,,33.44839478,-112.0739975,anonymous,EN,1,3,3.046,5.128,6.15,3,7,2,2.041,4.457,5.336,2,,1,,227.627,227.627,228.795,1,An RT reporter interviewed two captured ISIL fighters in Iraq. He said he was trying to find out what motivated the men to plan and implement bombings that usually resulted in the deaths of many civilians. ,4,2.746,2.746,4.658,1,5,4,5,2.621,12.43,13.389,3,5,5,3.841,6.16,7.554,2,35316383
4/8/18 15:51,4/8/18 15:56,0,104.185.40.159,100,271,1,4/8/18 15:56,R_2QhdhY0rtZtVnqx,,,,,36.62489319,-121.8256989,anonymous,EN,1,5,1.156,3.078,3.948,3,5,1,3.126,5.388,6.84,3,1,,,153.186,153.186,203.526,1,This was a weather forecast for the Los Angeles area.,2,2.822,2.822,4.248,1,3,5,5,13.75,18.002,19.264,4,5,5,2.79,6.272,7.04,4,39201018
4/8/18 15:49,4/8/18 15:56,0,157.50.226.17,100,399,1,4/8/18 15:56,R_2PAaNle1Zlvg9lL,,,,,11.23330688,78.16668701,anonymous,EN,2,27,3.866,11.411,12.87,3,7,2,4.126,10.535,12.277,2,1,,,189.752,190.415,191.933,2,storm and flood is mainly discussed in this video. what are the impacts will happen in the flood is explained in this video.,2,7.47,7.47,12.894,1,2,3,2,11.532,45.405,46.488,3,2,4,7.811,16.131,17.851,4,81091606
4/8/18 15:51,4/8/18 15:56,0,73.27.203.42,100,296,1,4/8/18 15:56,R_1KfZc8xbaQk8dbv,,,,,27.41760254,-81.48120117,anonymous,EN,2,10,0.969,2.795,3.891,3,3,2,1.205,2.828,3.821,2,,,1,35.491,161.331,162.861,2,"The ongoing battle in Syria against Isis and whether US troops are working together with Russian military. It stated US, Russia and Turkey had recently met to discuss methods to fight Isis.",1,7.468,7.468,15.88,1,2,2,4,3.356,9.516,10.368,3,4,2,4.103,9.031,11.79,2,99565185
4/8/18 15:51,4/8/18 15:56,0,73.214.69.143,100,279,1,4/8/18 15:56,R_3QKvIcwQ3m42gHn,,,,,40.33560181,-79.55069733,anonymous,EN,1,39,42.621,48.915,49.833,8,5,2,1.357,3.856,5.013,3,,,1,15.628,16.225,138.044,2,An increase in US maries entering syria to help fight ISIS.,1,4.343,5.569,5.805,2,1,1,1,0.996,6.152,7.623,26,4,2,8.371,37.466,38.95,3,80078305
